実行日時,対象開始日時,対象終了日時,日付,シフト,ライン,設備ID,設備名,サイクルタイム_分,計画時間_分,想定停止時間_分,想定稼働時間_分,想定稼働率_%,実停止時間_分,稼働時間_分,実績稼働率_%,停止理由,生産数,不良数
2026-09-15 08:16:00,2026-09-15 00:00:00,2026-09-15 06:00:00,2026-09-15,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,34,281,89.2,段取り替え,14,0
2026-09-15 08:16:00,2026-09-15 00:00:00,2026-09-15 06:00:00,2026-09-15,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,93,222,70.5,設備異常,10,0
2026-09-15 14:04:04,2026-09-15 06:00:00,2026-09-15 12:00:00,2026-09-15,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,6,309,98.1,なし,12,0
2026-09-15 14:04:04,2026-09-15 06:00:00,2026-09-15 12:00:00,2026-09-15,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,20,295,93.7,清掃,8,0
2026-09-15 14:04:04,2026-09-15 06:00:00,2026-09-15 12:00:00,2026-09-15,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,30,285,90.5,清掃,14,0
2026-09-15 14:04:04,2026-09-15 06:00:00,2026-09-15 12:00:00,2026-09-15,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,107,208,66.0,設備異常,13,0
2026-09-15 14:04:04,2026-09-15 06:00:00,2026-09-15 12:00:00,2026-09-15,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,56,259,82.2,材料待ち,12,0
2026-09-15 14:04:04,2026-09-15 06:00:00,2026-09-15 12:00:00,2026-09-15,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,0,315,100.0,なし,14,0
2026-09-15 18:38:43,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,15,300,95.2,品質確認,12,0
2026-09-15 18:38:43,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,1,314,99.7,なし,8,0
2026-09-15 18:38:43,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,15,300,95.2,チョコ停,15,0
2026-09-15 18:38:43,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,84,231,73.3,設備異常,15,0
2026-09-15 18:38:43,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,0,315,100.0,なし,15,0
2026-09-15 18:38:43,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,33,282,89.5,品質確認,12,0
2026-09-15 23:20:40,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,50,265,84.1,段取り替え,10,0
2026-09-15 23:20:40,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,120,195,61.9,設備異常,5,0
2026-09-15 23:20:40,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,5,310,98.4,なし,15,0
2026-09-15 23:20:40,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,49,266,84.4,材料待ち,17,0
2026-09-15 23:20:40,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,31,284,90.2,段取り替え,14,0
2026-09-15 23:20:40,2026-09-15 12:00:00,2026-09-15 18:00:00,2026-09-15,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,1,314,99.7,なし,14,0
2026-09-16 08:10:02,2026-09-16 00:00:00,2026-09-16 06:00:00,2026-09-16,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,24,291,92.4,清掃,11,0
2026-09-16 08:10:02,2026-09-16 00:00:00,2026-09-16 06:00:00,2026-09-16,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,29,286,90.8,品質確認,7,0
2026-09-16 08:10:02,2026-09-16 00:00:00,2026-09-16 06:00:00,2026-09-16,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,22,293,93.0,清掃,14,0
2026-09-16 08:10:02,2026-09-16 00:00:00,2026-09-16 06:00:00,2026-09-16,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,37,278,88.3,品質確認,18,0
2026-09-16 08:10:02,2026-09-16 00:00:00,2026-09-16 06:00:00,2026-09-16,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,20,295,93.7,品質確認,14,0
2026-09-16 08:10:02,2026-09-16 00:00:00,2026-09-16 06:00:00,2026-09-16,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,0,315,100.0,なし,14,0
2026-09-16 13:57:09,2026-09-16 06:00:00,2026-09-16 12:00:00,2026-09-16,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,69,246,78.1,材料待ち,9,0
2026-09-16 13:57:09,2026-09-16 06:00:00,2026-09-16 12:00:00,2026-09-16,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,14,301,95.6,清掃,8,0
2026-09-16 13:57:09,2026-09-16 06:00:00,2026-09-16 12:00:00,2026-09-16,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,10,305,96.8,清掃,15,0
2026-09-16 13:57:09,2026-09-16 06:00:00,2026-09-16 12:00:00,2026-09-16,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,2,313,99.4,なし,20,0
2026-09-16 13:57:09,2026-09-16 06:00:00,2026-09-16 12:00:00,2026-09-16,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,1,314,99.7,なし,15,0
2026-09-16 13:57:09,2026-09-16 06:00:00,2026-09-16 12:00:00,2026-09-16,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,12,303,96.2,清掃,13,0
2026-09-16 18:35:31,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,27,288,91.4,清掃,11,0
2026-09-16 18:35:31,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,8,307,97.5,チョコ停,8,0
2026-09-16 18:35:31,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,20,295,93.7,品質確認,14,0
2026-09-16 18:35:31,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,50,265,84.1,段取り替え,17,0
2026-09-16 18:35:31,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,27,288,91.4,清掃,14,0
2026-09-16 18:35:31,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,12,303,96.2,清掃,13,0
2026-09-16 23:27:55,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,49,266,84.4,段取り替え,10,0
2026-09-16 23:27:55,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,46,269,85.4,材料待ち,7,0
2026-09-16 23:27:55,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,34,281,89.2,品質確認,14,0
2026-09-16 23:27:55,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,21,294,93.3,品質確認,19,0
2026-09-16 23:27:55,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,5,310,98.4,なし,15,0
2026-09-16 23:27:55,2026-09-16 12:00:00,2026-09-16 18:00:00,2026-09-16,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,45,270,85.7,段取り替え,12,0
2026-09-17 08:16:32,2026-09-17 00:00:00,2026-09-17 06:00:00,2026-09-17,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,29,286,90.8,清掃,11,0
2026-09-17 08:16:32,2026-09-17 00:00:00,2026-09-17 06:00:00,2026-09-17,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,15,300,95.2,品質確認,8,0
2026-09-17 08:16:32,2026-09-17 00:00:00,2026-09-17 06:00:00,2026-09-17,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,33,282,89.5,材料待ち,14,0
2026-09-17 08:16:32,2026-09-17 00:00:00,2026-09-17 06:00:00,2026-09-17,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,37,278,88.3,品質確認,18,0
2026-09-17 08:16:32,2026-09-17 00:00:00,2026-09-17 06:00:00,2026-09-17,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,15,300,95.2,品質確認,15,0
2026-09-17 08:16:32,2026-09-17 00:00:00,2026-09-17 06:00:00,2026-09-17,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,70,245,77.8,設備異常,11,0
2026-09-17 14:01:04,2026-09-17 06:00:00,2026-09-17 12:00:00,2026-09-17,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,58,257,81.6,材料待ち,10,0
2026-09-17 14:01:04,2026-09-17 06:00:00,2026-09-17 12:00:00,2026-09-17,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,35,280,88.9,段取り替え,7,0
2026-09-17 14:01:04,2026-09-17 06:00:00,2026-09-17 12:00:00,2026-09-17,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,19,296,94.0,品質確認,14,0
2026-09-17 14:01:04,2026-09-17 06:00:00,2026-09-17 12:00:00,2026-09-17,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,54,261,82.9,材料待ち,17,0
2026-09-17 14:01:04,2026-09-17 06:00:00,2026-09-17 12:00:00,2026-09-17,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,44,271,86.0,段取り替え,13,0
2026-09-17 14:01:04,2026-09-17 06:00:00,2026-09-17 12:00:00,2026-09-17,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,0,315,100.0,なし,14,0
2026-09-17 18:43:26,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,73,242,76.8,設備異常,9,0
2026-09-17 18:43:26,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,60,255,81.0,設備異常,7,0
2026-09-17 18:43:26,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,61,254,80.6,材料待ち,12,0
2026-09-17 18:43:26,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,8,307,97.5,チョコ停,20,0
2026-09-17 18:43:26,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,20,295,93.7,チョコ停,14,0
2026-09-17 18:43:26,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,8,307,97.5,なし,13,0
2026-09-17 23:18:16,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,75,240,76.2,材料待ち,9,0
2026-09-17 23:18:16,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,0,315,100.0,なし,8,0
2026-09-17 23:18:16,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,21,294,93.3,清掃,14,0
2026-09-17 23:18:16,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,115,200,63.5,設備異常,13,0
2026-09-17 23:18:16,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,6,309,98.1,なし,15,0
2026-09-17 23:18:16,2026-09-17 12:00:00,2026-09-17 18:00:00,2026-09-17,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,29,286,90.8,段取り替え,13,0
2026-09-18 07:50:22,2026-09-18 00:00:00,2026-09-18 06:00:00,2026-09-18,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,15,300,95.2,品質確認,12,0
2026-09-18 07:50:22,2026-09-18 00:00:00,2026-09-18 06:00:00,2026-09-18,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,11,304,96.5,清掃,8,0
2026-09-18 07:50:22,2026-09-18 00:00:00,2026-09-18 06:00:00,2026-09-18,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,34,281,89.2,品質確認,14,0
2026-09-18 07:50:22,2026-09-18 00:00:00,2026-09-18 06:00:00,2026-09-18,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,14,301,95.6,チョコ停,20,0
2026-09-18 07:50:22,2026-09-18 00:00:00,2026-09-18 06:00:00,2026-09-18,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,38,277,87.9,品質確認,13,0
2026-09-18 07:50:22,2026-09-18 00:00:00,2026-09-18 06:00:00,2026-09-18,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,115,200,63.5,設備異常,9,0
2026-09-18 13:17:51,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,63,252,80.0,設備異常,10,0
2026-09-18 13:17:51,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,1,314,99.7,なし,8,0
2026-09-18 13:17:51,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,117,198,62.9,設備異常,9,0
2026-09-18 13:17:51,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,26,289,91.7,品質確認,19,0
2026-09-18 13:17:51,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,5,310,98.4,なし,15,0
2026-09-18 13:17:51,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,88,227,72.1,設備異常,10,0
2026-09-18 17:59:30,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,27,288,91.4,段取り替え,11,0
2026-09-18 17:59:30,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,7,308,97.8,チョコ停,8,0
2026-09-18 17:59:30,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,33,282,89.5,材料待ち,14,0
2026-09-18 17:59:30,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,46,269,85.4,段取り替え,17,0
2026-09-18 17:59:30,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,14,301,95.6,チョコ停,15,0
2026-09-18 17:59:30,2026-09-18 06:00:00,2026-09-18 12:00:00,2026-09-18,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,3,312,99.0,なし,14,0
2026-09-18 22:56:55,2026-09-18 12:00:00,2026-09-18 18:00:00,2026-09-18,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,8,307,97.5,なし,12,0
2026-09-18 22:56:55,2026-09-18 12:00:00,2026-09-18 18:00:00,2026-09-18,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,94,221,70.2,設備異常,6,0
2026-09-18 22:56:55,2026-09-18 12:00:00,2026-09-18 18:00:00,2026-09-18,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,14,301,95.6,チョコ停,15,0
2026-09-18 22:56:55,2026-09-18 12:00:00,2026-09-18 18:00:00,2026-09-18,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,52,263,83.5,材料待ち,17,0
2026-09-18 22:56:55,2026-09-18 12:00:00,2026-09-18 18:00:00,2026-09-18,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,2,313,99.4,なし,15,0
2026-09-18 22:56:55,2026-09-18 12:00:00,2026-09-18 18:00:00,2026-09-18,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,7,308,97.8,なし,14,0
2026-09-19 07:42:32,2026-09-19 00:00:00,2026-09-19 06:00:00,2026-09-19,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,17,298,94.6,品質確認,11,0
2026-09-19 07:42:32,2026-09-19 00:00:00,2026-09-19 06:00:00,2026-09-19,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,6,309,98.1,なし,8,0
2026-09-19 07:42:32,2026-09-19 00:00:00,2026-09-19 06:00:00,2026-09-19,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,69,246,78.1,材料待ち,12,0
2026-09-19 07:42:32,2026-09-19 00:00:00,2026-09-19 06:00:00,2026-09-19,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,3,312,99.0,なし,20,0
2026-09-19 07:42:32,2026-09-19 00:00:00,2026-09-19 06:00:00,2026-09-19,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,107,208,66.0,設備異常,10,0
2026-09-19 07:42:32,2026-09-19 00:00:00,2026-09-19 06:00:00,2026-09-19,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,5,310,98.4,なし,14,0
2026-09-19 12:48:16,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,25,290,92.1,清掃,11,0
2026-09-19 12:48:16,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,4,311,98.7,なし,8,0
2026-09-19 12:48:16,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,0,315,100.0,なし,15,0
2026-09-19 12:48:16,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,8,307,97.5,チョコ停,20,0
2026-09-19 12:48:16,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,16,299,94.9,チョコ停,14,0
2026-09-19 12:48:16,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,26,289,91.7,清掃,13,0
2026-09-19 17:39:08,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,26,289,91.7,段取り替え,11,0
2026-09-19 17:39:08,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,13,302,95.9,チョコ停,8,0
2026-09-19 17:39:08,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,19,296,94.0,清掃,14,0
2026-09-19 17:39:08,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,83,232,73.7,設備異常,15,0
2026-09-19 17:39:08,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,15,300,95.2,品質確認,15,0
2026-09-19 17:39:08,2026-09-19 06:00:00,2026-09-19 12:00:00,2026-09-19,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,6,309,98.1,チョコ停,14,0
2026-09-19 22:36:25,2026-09-19 12:00:00,2026-09-19 18:00:00,2026-09-19,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,81,234,74.3,設備異常,9,0
2026-09-19 22:36:25,2026-09-19 12:00:00,2026-09-19 18:00:00,2026-09-19,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,7,308,97.8,なし,8,0
2026-09-19 22:36:25,2026-09-19 12:00:00,2026-09-19 18:00:00,2026-09-19,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,25,290,92.1,品質確認,14,0
2026-09-19 22:36:25,2026-09-19 12:00:00,2026-09-19 18:00:00,2026-09-19,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,32,283,89.8,材料待ち,18,0
2026-09-19 22:36:25,2026-09-19 12:00:00,2026-09-19 18:00:00,2026-09-19,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,28,287,91.1,品質確認,14,0
2026-09-19 22:36:25,2026-09-19 12:00:00,2026-09-19 18:00:00,2026-09-19,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,7,308,97.8,なし,14,0
2026-09-24 08:01:06,2026-09-24 00:00:00,2026-09-24 06:00:00,2026-09-24,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,41,274,87.0,段取り替え,10,0
2026-09-24 08:01:06,2026-09-24 00:00:00,2026-09-24 06:00:00,2026-09-24,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,40,275,87.3,品質確認,7,0
2026-09-24 08:01:06,2026-09-24 00:00:00,2026-09-24 06:00:00,2026-09-24,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,24,291,92.4,段取り替え,14,0
2026-09-24 08:01:06,2026-09-24 00:00:00,2026-09-24 06:00:00,2026-09-24,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,11,304,96.5,清掃,20,0
2026-09-24 08:01:06,2026-09-24 00:00:00,2026-09-24 06:00:00,2026-09-24,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,21,294,93.3,品質確認,14,0
2026-09-24 08:01:06,2026-09-24 00:00:00,2026-09-24 06:00:00,2026-09-24,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,99,216,68.6,設備異常,9,0
2026-09-24 13:56:54,2026-09-24 06:00:00,2026-09-24 12:00:00,2026-09-24,昼勤,Line-A,MC-001,切断機,25,195,15,180,92.3,112,83,42.6,設備異常,3,0
2026-09-24 13:56:54,2026-09-24 06:00:00,2026-09-24 12:00:00,2026-09-24,昼勤,Line-A,MC-002,加工機,36,195,19,176,90.3,119,76,39.0,設備異常,2,0
2026-09-24 13:56:54,2026-09-24 06:00:00,2026-09-24 12:00:00,2026-09-24,昼勤,Line-B,MC-003,検査機,20,195,9,186,95.4,23,172,88.2,品質確認,8,0
2026-09-24 13:56:54,2026-09-24 06:00:00,2026-09-24 12:00:00,2026-09-24,昼勤,Line-B,MC-004,包装機,15,195,13,182,93.3,4,191,97.9,なし,12,0
2026-09-24 13:56:54,2026-09-24 06:00:00,2026-09-24 12:00:00,2026-09-24,昼勤,Line-C,MC-005,組立機,20,195,23,172,88.2,31,164,84.1,段取り替え,8,0
2026-09-24 13:56:54,2026-09-24 06:00:00,2026-09-24 12:00:00,2026-09-24,昼勤,Line-C,MC-006,圧着機,22,195,17,178,91.3,72,123,63.1,材料待ち,5,0
